tailpipe_co2_in_grams_mile_ft1,engine_displacement,engine_cylinders,turbocharger,fuel_type,class,transmission,drive
555.4375,4.8,8.0,No,Regular,Standard Pickup Trucks 2WD,Manual 5-Speed,Rear-Wheel Drive
634.7857143,4.3,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,5.3,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.3,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
634.7857143,4.8,8.0,No,Regular,Standard Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
683.6153846,6.0,8.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.3,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 4-Speed,4-Wheel Drive
592.4666667,4.8,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
592.4666667,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
592.4666667,4.8,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,6.0,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,5.3,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
683.6153846,6.0,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Gasoline or E85,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
370.2916667,2.4,4.0,No,Regular,Midsize Cars,Automatic 5-Speed,Front-Wheel Drive
403.9545455,3.0,6.0,No,Regular,Midsize Cars,Automatic 5-Speed,Front-Wheel Drive
341.8076923,2.4,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
423.1904762,3.0,6.0,No,Regular,Midsize Cars,Manual 6-Speed,Front-Wheel Drive
277.71875,1.7,4.0,No,Regular,Compact Cars,Automatic (variable gear ratios),Front-Wheel Drive
306.4482759,1.7,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
296.2333333,1.7,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
296.2333333,1.7,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
296.2333333,1.7,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
261.3823529,1.7,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
355.48,2.0,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
253.1973214,1.7,4.0,No,CNG,Compact Cars,Automatic (variable gear ratios),Front-Wheel Drive
222.175,1.3,4.0,No,Regular,Compact Cars,Automatic (variable gear ratios),Front-Wheel Drive
216.7560976,1.3,4.0,No,Regular,Compact Cars,Automatic (variable gear ratios),Front-Wheel Drive
222.175,1.3,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
216.7560976,1.3,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
403.9545455,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Front-Wheel Drive
423.1904762,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
423.1904762,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
423.1904762,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Front-Wheel Drive
423.1904762,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Front-Wheel Drive
444.35,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
444.35,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
189.0851064,1.0,3.0,No,Regular,Two Seaters,Automatic (variable gear ratios),Front-Wheel Drive
170.9038462,1.0,3.0,No,Regular,Two Seaters,Manual 5-Speed,Front-Wheel Drive
467.7368421,3.5,6.0,No,Regular,Minivan - 2WD,Automatic 5-Speed,Front-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
444.35,2.2,4.0,No,Premium,Two Seaters,Manual 6-Speed,Rear-Wheel Drive
341.8076923,1.5,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
341.8076923,1.6,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
317.3928571,1.5,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
329.1481481,1.6,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
370.2916667,2.0,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
341.8076923,2.0,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
341.8076923,2.0,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
444.35,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Front-Wheel Drive
444.35,2.7,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Front-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 5-Speed,Front-Wheel Drive
444.35,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Front-Wheel Drive
493.7222222,2.7,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
403.9545455,2.4,4.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
444.35,2.7,6.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
386.3913043,2.4,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
444.35,2.7,6.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
403.9545455,2.0,4.0,No,Regular,Subcompact Cars,Automatic 4-Speed,Front-Wheel Drive
444.35,2.7,6.0,No,Regular,Subcompact Cars,Automatic 4-Speed,Front-Wheel Drive
386.3913043,2.0,4.0,No,Regular,Subcompact Cars,Manual 5-Speed,Front-Wheel Drive
444.35,2.7,6.0,No,Regular,Subcompact Cars,Manual 5-Speed,Front-Wheel Drive
467.7368421,2.7,6.0,No,Regular,Subcompact Cars,Manual 6-Speed,Front-Wheel Drive
493.7222222,3.5,6.0,No,Regular,Midsize Cars,Automatic 5-Speed,Front-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic (S5),4-Wheel or All-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic (S5),Rear-Wheel Drive
592.4666667,4.5,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic (S5),4-Wheel or All-Wheel Drive
493.7222222,3.5,6.0,No,Regular,Compact Cars,Automatic (S5),4-Wheel or All-Wheel Drive
467.7368421,3.5,6.0,No,Regular,Compact Cars,Automatic (S5),Rear-Wheel Drive
467.7368421,3.5,6.0,No,Premium,Compact Cars,Automatic (S5),Rear-Wheel Drive
444.35,3.5,6.0,No,Regular,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
444.35,3.5,6.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
444.35,3.5,6.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
493.7222222,4.5,8.0,No,Premium,Compact Cars,Automatic (S5),Rear-Wheel Drive
493.7222222,4.5,8.0,No,Premium,Midsize Cars,Automatic (S5),Rear-Wheel Drive
634.7857143,5.6,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 5-Speed,Rear-Wheel Drive
634.7857143,5.6,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.2,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
555.4375,5.3,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
555.4375,4.2,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
634.7857143,5.3,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
555.4375,4.2,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
555.4375,4.2,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.2,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
493.7222222,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
522.7647059,3.2,6.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Rear-Wheel Drive
522.7647059,3.2,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,3.2,6.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
467.7368421,3.0,6.0,No,Premium,Midsize Cars,Automatic 6-Speed,Rear-Wheel Drive
467.7368421,3.0,6.0,No,Premium,Midsize Cars,Manual 5-Speed,Rear-Wheel Drive
467.7368421,4.2,8.0,No,Premium,Midsize Cars,Automatic 6-Speed,Rear-Wheel Drive
493.7222222,4.2,8.0,No,Premium,Midsize Cars,Automatic 6-Speed,Rear-Wheel Drive
467.7368421,4.2,8.0,No,Premium,Large Cars,Automatic 6-Speed,Rear-Wheel Drive
467.7368421,2.5,6.0,No,Premium,Compact Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.0,6.0,No,Premium,Compact Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
467.7368421,4.2,8.0,No,Premium,Large Cars,Automatic 6-Speed,Rear-Wheel Drive
493.7222222,4.2,8.0,No,Premium,Large Cars,Automatic 6-Speed,Rear-Wheel Drive
467.7368421,4.2,8.0,No,Premium,Subcompact Cars,Automatic 6-Speed,Rear-Wheel Drive
467.7368421,4.2,8.0,No,Premium,Minicompact Cars,Automatic 6-Speed,Rear-Wheel Drive
522.7647059,4.2,8.0,No,Premium,Subcompact Cars,Automatic 6-Speed,Rear-Wheel Drive
522.7647059,4.2,8.0,No,Premium,Minicompact Cars,Automatic 6-Speed,Rear-Wheel Drive
555.4375,4.0,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
555.4375,4.7,8.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 5-Speed,Rear-Wheel Drive
555.4375,4.0,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.7,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,3.7,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
467.7368421,2.4,4.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Rear-Wheel Drive
522.7647059,3.7,6.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Rear-Wheel Drive
522.7647059,3.7,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
555.4375,3.7,6.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
555.4375,4.0,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.4,4.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
555.4375,4.0,6.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.5,6.0,No,Regular,Large Cars,Automatic 5-Speed,Front-Wheel Drive
403.9545455,2.4,4.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
423.1904762,2.7,6.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
386.3913043,2.4,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
423.1904762,2.7,6.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
355.48,1.6,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
370.2916667,1.6,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
341.8076923,1.6,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
355.48,1.6,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
555.4375,3.5,6.0,No,Regular,Minivan - 2WD,Automatic 5-Speed,Front-Wheel Drive
555.4375,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
555.4375,3.5,6.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Rear-Wheel Drive
592.4666667,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
592.4666667,3.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
403.9545455,1.8,4.0,No,Regular,Compact Cars,Automatic 4-Speed,Front-Wheel Drive
370.2916667,1.8,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
355.48,2.0,4.0,No,Regular,Midsize Cars,Automatic 4-Speed,Front-Wheel Drive
355.48,2.0,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
807.9090909,5.0,10.0,No,Premium,Two Seaters,Automatic (S6),4-Wheel or All-Wheel Drive
888.7,5.0,10.0,No,Premium,Two Seaters,Manual 6-Speed,4-Wheel or All-Wheel Drive
807.9090909,6.2,12.0,No,Premium,Two Seaters,Automatic (S6),4-Wheel or All-Wheel Drive
888.7,6.2,12.0,No,Premium,Two Seaters,Manual 6-Speed,4-Wheel or All-Wheel Drive
740.5833333,4.6,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
522.7647059,2.5,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
740.5833333,4.4,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
423.1904762,3.3,6.0,No,Regular,Midsize Cars,Automatic 5-Speed,Front-Wheel Drive
467.7368421,3.0,6.0,No,Premium,Midsize Cars,Automatic (S5),Rear-Wheel Drive
493.7222222,4.3,8.0,No,Premium,Midsize Cars,Automatic 5-Speed,Rear-Wheel Drive
592.4666667,4.7,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.0,6.0,No,Premium,Compact Cars,Automatic (S5),Rear-Wheel Drive
493.7222222,3.0,6.0,No,Premium,Compact Cars,Manual 5-Speed,Rear-Wheel Drive
493.7222222,4.3,8.0,No,Premium,Large Cars,Automatic (S6),Rear-Wheel Drive
683.6153846,4.7,8.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
444.35,3.3,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic (S5),Front-Wheel Drive
444.35,3.3,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 5-Speed,Front-Wheel Drive
467.7368421,3.3,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic (S5),4-Wheel or All-Wheel Drive
467.7368421,3.3,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,4.3,8.0,No,Premium,Minicompact Cars,Automatic 5-Speed,Rear-Wheel Drive
634.7857143,4.6,8.0,No,Premium,Sport Utility Vehicle - 2WD,Automatic 5-Speed,Rear-Wheel Drive
683.6153846,4.6,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
423.1904762,3.0,6.0,No,Premium,Midsize Cars,Automatic (S5),Rear-Wheel Drive
493.7222222,3.9,8.0,No,Premium,Midsize Cars,Automatic (S5),Rear-Wheel Drive
444.35,3.0,6.0,No,Premium,Midsize Cars,Automatic 5-Speed,Rear-Wheel Drive
493.7222222,3.9,8.0,No,Premium,Midsize Cars,Automatic 5-Speed,Rear-Wheel Drive
683.6153846,5.4,8.0,No,Premium,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Rear-Wheel Drive
493.7222222,4.6,8.0,No,Regular,Large Cars,Automatic 4-Speed,Rear-Wheel Drive
555.4375,3.5,8.0,True,Premium,Two Seaters,Manual 5-Speed,Rear-Wheel Drive
740.5833333,4.2,8.0,No,Premium,Subcompact Cars,Automatic (S6),Rear-Wheel Drive
740.5833333,4.2,8.0,No,Premium,Subcompact Cars,Manual 6-Speed,Rear-Wheel Drive
740.5833333,4.2,8.0,No,Premium,Two Seaters,Automatic (S6),Rear-Wheel Drive
740.5833333,4.2,8.0,No,Premium,Two Seaters,Manual 6-Speed,Rear-Wheel Drive
683.6153846,5.5,12.0,True,Premium,Large Cars,Automatic 5-Speed,Rear-Wheel Drive
683.6153846,5.5,12.0,True,Premium,Large Cars,Automatic 5-Speed,Rear-Wheel Drive
341.8076923,2.0,4.0,No,Regular,Compact Cars,Automatic (S4),Front-Wheel Drive
341.8076923,2.0,4.0,No,Regular,Compact Cars,Automatic (S4),Front-Wheel Drive
386.3913043,2.3,4.0,No,Regular,Compact Cars,Automatic (S4),Front-Wheel Drive
329.1481481,2.0,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
355.48,2.3,4.0,No,Regular,Compact Cars,Manual 5-Speed,Front-Wheel Drive
403.9545455,2.3,4.0,No,Regular,Midsize Cars,Automatic (S4),Front-Wheel Drive
467.7368421,3.0,6.0,No,Regular,Midsize Cars,Automatic (S5),Front-Wheel Drive
370.2916667,2.3,4.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
444.35,3.0,6.0,No,Regular,Midsize Cars,Manual 5-Speed,Front-Wheel Drive
467.7368421,3.0,6.0,No,Regular,Midsize Station Wagons,Automatic (S5),Front-Wheel Drive
444.35,3.0,6.0,No,Regular,Midsize Station Wagons,Manual 5-Speed,Front-Wheel Drive
423.1904762,2.3,4.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 5-Speed,Rear-Wheel Drive
386.3913043,2.3,4.0,No,Regular,Standard Pickup Trucks 2WD,Manual 5-Speed,Rear-Wheel Drive
493.7222222,3.0,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 5-Speed,Rear-Wheel Drive
493.7222222,3.0,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 5-Speed,Rear-Wheel Drive
522.7647059,4.0,6.0,No,Regular,Standard Pickup Trucks 2WD,Automatic 5-Speed,Rear-Wheel Drive
522.7647059,4.0,6.0,No,Regular,Standard Pickup Trucks 2WD,Manual 5-Speed,Rear-Wheel Drive
592.4666667,4.0,6.0,No,Regular,Standard Pickup Trucks 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
592.4666667,4.0,6.0,No,Regular,Standard Pickup Trucks 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.0,6.0,No,Regular,Minivan - 2WD,Automatic 5-Speed,Front-Wheel Drive
403.9545455,1.8,4.0,No,Premium,Two Seaters,Automatic 4-Speed,Rear-Wheel Drive
386.3913043,1.8,4.0,No,Premium,Two Seaters,Manual 5-Speed,Rear-Wheel Drive
403.9545455,1.8,4.0,No,Premium,Two Seaters,Manual 6-Speed,Rear-Wheel Drive
444.35,1.8,4.0,True,Premium,Two Seaters,Manual 6-Speed,Rear-Wheel Drive
493.7222222,1.3,2.0,No,Premium,Subcompact Cars,Automatic (S4),Rear-Wheel Drive
493.7222222,1.3,2.0,No,Premium,Subcompact Cars,Manual 6-Speed,Rear-Wheel Drive
467.7368421,3.0,6.0,No,Regular,Sport Utility Vehicle - 2WD,Automatic 4-Speed,Front-Wheel Drive
403.9545455,2.0,4.0,No,Regular,Sport Utility Vehicle - 2WD,Manual 5-Speed,Front-Wheel Drive
493.7222222,3.0,6.0,No,Regular,Sport Utility Vehicle - 4WD,Automatic 4-Speed,4-Wheel or All-Wheel Drive
423.1904762,2.0,4.0,No,Regular,Sport Utility Vehicle - 4WD,Manual 5-Speed,4-Wheel or All-Wheel Drive
386.3913043,1.8,4.0,No,Premium,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
386.3913043,1.8,4.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
386.3913043,1.8,4.0,No,Premium,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
386.3913043,1.8,4.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
467.7368421,2.6,6.0,No,Premium,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
467.7368421,2.6,6.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
467.7368421,2.6,6.0,No,Premium,Small Station Wagons,Automatic 5-Speed,Rear-Wheel Drive
493.7222222,2.6,6.0,No,Premium,Small Station Wagons,Manual 6-Speed,Rear-Wheel Drive
467.7368421,2.6,6.0,No,Premium,Compact Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
467.7368421,2.6,6.0,No,Premium,Small Station Wagons,Automatic 5-Speed,4-Wheel or All-Wheel Drive
444.35,2.6,6.0,No,Premium or E85,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,2.6,6.0,No,Premium or E85,Small Station Wagons,Automatic 5-Speed,Rear-Wheel Drive
555.4375,3.2,6.0,No,Premium,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
467.7368421,3.2,6.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium,Small Station Wagons,Automatic 5-Speed,4-Wheel or All-Wheel Drive
444.35,3.2,6.0,No,Premium,Compact Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
444.35,3.2,6.0,No,Premium or E85,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium or E85,Small Station Wagons,Automatic 5-Speed,Rear-Wheel Drive
467.7368421,3.2,6.0,No,Premium,Compact Cars,Manual 6-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium or E85,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
522.7647059,5.0,8.0,No,Premium,Compact Cars,Automatic 7-Speed,Rear-Wheel Drive
592.4666667,5.4,8.0,No,Premium,Compact Cars,Automatic (S5),Rear-Wheel Drive
634.7857143,5.5,12.0,True,Premium,Compact Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
522.7647059,5.0,8.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
522.7647059,5.0,8.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
555.4375,5.4,8.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
555.4375,5.4,8.0,No,Premium,Subcompact Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium,Midsize Cars,Automatic 5-Speed,Rear-Wheel Drive
444.35,3.2,6.0,No,Premium,Midsize Station Wagons,Automatic 5-Speed,Rear-Wheel Drive
467.7368421,3.2,6.0,No,Premium,Midsize Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
493.7222222,3.2,6.0,No,Premium,Midsize Station Wagons,Automatic 5-Speed,4-Wheel or All-Wheel Drive
522.7647059,5.0,8.0,No,Premium,Midsize Cars,Automatic 7-Speed,Rear-Wheel Drive
522.7647059,5.0,8.0,No,Premium,Midsize Station Wagons,Automatic 7-Speed,Rear-Wheel Drive
555.4375,5.0,8.0,No,Premium,Midsize Cars,Automatic 5-Speed,4-Wheel or All-Wheel Drive
555.4375,5.0,8.0,No,Premium,Midsize Station Wagons,Automatic 5-Speed,4-Wheel or All-Wheel Drive
592.4666667,5.4,8.0,No,Premium,Midsize Cars,Automatic (S5),Rear-Wheel Drive
740.5833333,5.0,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
683.6153846,5.4,8.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
592.4666667,3.7,6.0,No,Premium,Sport Utility Vehicle - 4WD,Automatic 5-Speed,4-Wheel or All-Wheel Drive
